Company Name,Website,Company Linkedin Url,Facebook Url,Twitter Url,City,State,Country,Company Address,Company City,Company State,Company Country,Company Phone,SEO Description,Technologies,Annual Revenue,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At
Secvritas information security,http://www.secvritas.com,http://www.linkedin.com/company/secvritas-information-security-pvt-ltd,https://www.facebook.com/secvritasinfosec,https://twitter.com/Secvritas1,Ahmedabad,Gujarat,India,"Ahmedabad, Gujarat, India, 380061",Ahmedabad,Gujarat,India,,"Secvritas information security provide technology services company for the connected future. We provide managed, consulting, support, and technical services to digitaly expand your buisness.","Google Cloud Hosting, Varnish, Mobile Friendly, Wix",,,,,
Reverse Thought Creative Studio Pvt,http://www.reversethought.com,http://www.linkedin.com/company/reverse-thought,http://www.facebook.com/pages/REVERSE-THOUGHT-CREATIVES/260606762932,https://twitter.com/rthoughtindia,Mumbai,Maharashtra,India,"106/B Chincholi Bunder Road, Mumbai, Maharashtra, India, 400064",Mumbai,Maharashtra,India,+91 99306 58107,"Reverse Thought is a multi-disciplinary digital creative agency. India specializes in web & UI/UX design, Apps, Videos, and much more. Contact us Now!","Gmail, Google Apps, Google Font API, Google Tag Manager, reCAPTCHA, Facebook Widget, Mobile Friendly, Bootstrap Framework, Facebook Custom Audiences, Facebook Login (Connect), WordPress.org, Nginx",604000,,,,
MyRank,http://www.myrank.co.in,http://www.linkedin.com/company/myrank,https://www.facebook.com/MyRankeducation/,https://twitter.com/MyRankEducation,Hyderabad,Telangana,India,"16-11-741, Ambavaram, Andhra Pradesh, India, 500036",Ambavaram,Andhra Pradesh,India,+91 99855 06668,"MyRank is an online self assessment portal which gives support to students for preparing state & national level entrance examinations like IITJEE, BITSAT, EAMCET, KEAM, and AIIMS.","Gmail, Google Apps, Amazon AWS, Facebook Widget, Mobile Friendly, Google Plus, Facebook Login (Connect), Google Analytics, Apache",375000,,,,
#Mensch,http://www.hashtagmensch.com,http://www.linkedin.com/company/menschventures,,,New Delhi,Delhi,India,"New Delhi, Delhi, India, 110001",New Delhi,Delhi,India,,"Mensch Ventures exists to build and help build honest, conscious and meaningful businesses. We own direct to consumer brands and help other brands run effective communication strategies on the internet.","Gmail, Google Apps, MailChimp SPF, Amazon AWS, Mobile Friendly, Apache, Google Font API",,,,,
Edgevalue,http://www.edgevalue.com,http://www.linkedin.com/company/edgevalue,,,Bengaluru,Karnataka,India,"45 Millers Road, Bengaluru, Karnataka, India, 560046",Bengaluru,Karnataka,India,+91 98450 61870,,"SAP, Webmail, Micro, , Render",,,,,
JustShop24.com,http://www.justshop24.com,http://www.linkedin.com/company/justshop24-com-online-grocery-store-in-kolkata,https://www.facebook.com/justshop24,http://twitter.com/justshop24,Kolkata,West Bengal,India,"Kolkata, West Bengal, India",Kolkata,West Bengal,India,,"Online Grocery in Kolkata avail from Justshop24. We help you for online shopping in Grocery items like flours, dals, oils, dry fruits etc. Get your Grocery Online in Kolkata.","iTunes, Google Play, Facebook Custom Audiences, Google AdWords Conversion, Google Plus, DoubleClick Conversion, Google Dynamic Remarketing, Facebook Login (Connect), Google AdSense, Apache, Google Analytics, Google Remarketing, Facebook Widget, Mobile Friendly",1788000,,,,
Hosting Ahead,http://www.hostingahead.com,http://www.linkedin.com/company/hostingahead,,,Ernakulam,Kerala,India,"Ernakulam, Kerala, India, 682011",Ernakulam,Kerala,India,-10223,"Starting from 32GB fully managed dedicated servers at $145, hosting ahead provides world class web hosting services at affordable price from your nearest data centers.","Cloudflare DNS, Amazon SES, Rackspace MailGun, Sendgrid, Gmail, Google Apps, CloudFlare Hosting, Zoho Email, Zoho SalesIQ, Google Font API, Bootstrap Framework, Apache, Mobile Friendly, reCAPTCHA, WordPress.org, Google Tag Manager",,,,,
Eitan Software Labs,http://www.eitansoftwarelabs.com,http://www.linkedin.com/company/eitan-software-labs-llp,,,,Karnataka,India,"Mangaluru, Karnataka, India",Mangaluru,Karnataka,India,,,"Google Maps, Mobile Friendly, Bootstrap Framework, Google Maps (Non Paid Users), SAP, Avaya",,,,,
Ome Healthcare,http://www.omehealthcare.com,http://www.linkedin.com/company/ome-healthcare,,,,,India,"New Delhi, Delhi, India",New Delhi,Delhi,India,,"omehealthcare.com is your first and best source for all of the information you’re looking for. From general topics to more of what you would expect to find here, omehealthcare.com has it all. We hope you find what you are searching for!","Mobile Friendly, Nginx, Google AdSense, SAP",,,,,
DCPL Pte,http://www.dcplglobal.com,http://www.linkedin.com/company/dcpl-pte-ltd,,,,Delhi,India,"Gurgaon, Haryana, India",Gurgaon,Haryana,India,,,"Gmail, Google Apps, Apache, Mobile Friendly, Bootstrap Framework, SAP, ",,,,,
eR4u- Easy Retail For You,http://www.er4u.in,http://www.linkedin.com/company/er4u-easy-retail-for-you,https://www.facebook.com/ER4USolution/?ref=br_rs,https://twitter.com/ER4Udotin,Bhopal,Madhya Pradesh,India,"Bhopal, Madhya Pradesh, India",Bhopal,Madhya Pradesh,India,9.10975E+12,"Er4u billing software is the best option for businesses of all sizes, offering easy-to-use tools and customizable features. Visit our website to learn more and start your free trial.","Outlook, Google Maps, Facebook Widget, Nginx, Bootstrap Framework, Google Tag Manager, Google Maps (Non Paid Users), Google Analytics, YouTube, Facebook Custom Audiences, Facebook Login (Connect), Google Play, Mobile Friendly, Google Font API",,,,,
RL TechnoRitz,http://www.rltechnoritz.com,http://www.linkedin.com/company/rl-technoritz,,,Bengaluru,Karnataka,India,"3rd Cross Road, Bengaluru, Karnataka, India, 560024",Bengaluru,Karnataka,India,+91(974) 191-6083,,"Outlook, Microsoft Office 365, Mobile Friendly, Woo Commerce, YouTube, Nginx, reCAPTCHA, Bootstrap Framework, WordPress.org, Google Font API, ",,,,,
The Night Marketer,http://www.thenightmarketer.com,http://www.linkedin.com/company/the-night-marketer,https://www.facebook.com/thenightmarketer,https://twitter.com/NightMarketer,New Delhi,Delhi,India,"New Delhi, Delhi, India, 110024",New Delhi,Delhi,India,9.19718E+11,,"Amazon AWS, Facebook Login (Connect), Mobile Friendly, Ubuntu, reCAPTCHA, Google Tag Manager, WordPress.org, Google Font API, Facebook Widget, Bootstrap Framework, Apache",280000,,,,
InstaTaskers,http://www.instataskers.com,http://www.linkedin.com/company/instataskers,https://www.facebook.com/InstaTaskers/,https://twitter.com/InstaTaskers,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,,"InstaTaskers - Verified Freelancers & Agencies for Graphics, Marketing, Web & App, Design, Video, Photo and Writing","Gmail, Google Apps, Amazon AWS, Google Plus, WordPress.org, Bootstrap Framework, Linkedin Widget, Google Font API, Google Analytics, Linkedin Login, MailChimp, Mobile Friendly, Facebook Login (Connect), Zopim, Apache, Facebook Widget, YouTube, Facebook Custom Audiences",,,,,
Lyncdigit,http://www.lyncdigit.com,http://www.linkedin.com/company/lyncdigit,https://www.facebook.com/lyncdigit,https://twitter.com/lyncdigit,,Odisha,India,"Bhubaneswar, Odisha, India",Bhubaneswar,Odisha,India,,"The power of choosing the right IT Service partner is highly undervalued in these times. When an IT service strategy is planned, it showcases your company’s attitude, personality & power.","Google translate API, Google translate widget, Mobile Friendly, WordPress.org, Google Font API",,,,,
Yash Infinite Solutions Pvt,http://www.yashinfinite.com,http://www.linkedin.com/company/yash-infinite-solutions-pvt-ltd-,,,,Delhi,India,"B/46 No 3 Lane, New Delhi, Delhi, India, 110030",New Delhi,Delhi,India,+91 98104 64978,,"Gmail, Google Apps",,,,,
CurveFore Solutions,http://www.curvefore.com,http://www.linkedin.com/company/curvefore-solutions,,https://twitter.com/CurveFore,Bengaluru,Karnataka,India,"63 3rd Cross Road, Bengaluru, Karnataka, India, 560078",Bengaluru,Karnataka,India,,"CurveFore enables enterprises to leverage business data, gain actionable insights and adopt business analytics, using business intelligence tools and data analytics platforms.","Gmail, Google Apps, MailChimp SPF, Google Cloud Hosting, Google Tag Manager, Facebook Comments, Wix, Mobile Friendly, Varnish",,,,,
YEHLOSOFT INFOMEDIA,http://www.yehlosoft.com,http://www.linkedin.com/company/yehlosoft,,,Thane,Maharashtra,India,"Vasai, Maharashtra, India, 401202",Vasai,Maharashtra,India,-9561815611,"We are Mumbai based Software Development Company, provide custom software services in Mumbai to startups & enterprises.Services as per your business needs & goals with the latest technologies.For more information & Free Quote call us","Google Font API, Mobile Friendly, Bootstrap Framework",,,,,
Trileotech Private Limited,http://www.trileotech.com,http://www.linkedin.com/company/trileotech,https://www.facebook.com/trileotech,https://www.twitter.com/trileotech,Junagadh,Gujarat,India,"Ahmedabad, Gujarat, India",Ahmedabad,Gujarat,India,9.19601E+11,Trileotech is Leading Laravel Development Company who creates a reliable web application using the Laravel model. Our committed team will develop a robust backend system for your company.,"Rackspace MailGun, DigitalOcean, Mobile Friendly, Google Font API, Facebook Custom Audiences, Apache, Google Maps, reCAPTCHA, Google Maps (Non Paid Users), Google Play, Google Tag Manager",,,,,
Starline Infotech,http://www.starlineinfotech.net,http://www.linkedin.com/company/starline-infotech,,,Rajkot,Gujarat,India,"Rajkot, Gujarat, India, 360002",Rajkot,Gujarat,India,,,"Mobile Friendly, Google Font API, Nginx, WordPress.org, reCAPTCHA",5141000,,,,
Truevision.ai,http://www.truevision.ai,http://www.linkedin.com/company/truevision-ai,,,,Delhi,India,"Jasola Road, New Delhi, Delhi, India, 110076",New Delhi,Delhi,India,,Truevison.ai provides a realtime photorealistic simulator for training & testing self-driving cars in lots of different environments & weather conditions.,"Gmail, Google Apps, DigitalOcean, Google Analytics, Mobile Friendly, Mixpanel, Nginx, Google Font API, Bootstrap Framework, ",,,,,
Tozzu Technology,http://www.tozzutechnology.com,http://www.linkedin.com/company/tozzu-technology,,,,Gujarat,India,"Bhavnagar, Gujarat, India, 364001",Bhavnagar,Gujarat,India,,,"Google Workspace, ",,,,,
Nexia Digital,http://www.nexiadigital.com,http://www.linkedin.com/company/nexia-digital,https://www.facebook.com/NexiaDigital,https://twitter.com/nexiadigital,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India, 560095",Bengaluru,Karnataka,India,-10739,"Specialized in the areas of UI/UX Design, Technology and Strategy, we are a cohesive set of people who works with businesses and brands to build great digital products.","GoDaddy Hosting, Gmail, Google Apps, Amazon AWS, Bootstrap Framework, Apache, JQuery 1.11.1, Mobile Friendly, reCAPTCHA, Google Analytics, StatCounter, ",,,,,
Affy Studios,http://www.affygroupfilms.com,http://www.linkedin.com/company/affy-studios,https://www.facebook.com/AffyGroupFilms,,Mumbai,Maharashtra,India,"5 Kalbadevi Marg, Mumbai, Maharashtra, India, 400002",Mumbai,Maharashtra,India,,Commercial Ad Films,"Google Font API, Vimeo, SoundCloud, Mobile Friendly, YouTube, Bootstrap Framework, WordPress.org",,,,,
DevX Consultancy,http://www.devxconsultancy.com,http://www.linkedin.com/company/devx-consultancy,,https://twitter.com/devxconsultancy,Bengaluru,Karnataka,India,"Surat, Gujarat, India",Surat,Gujarat,India,,Mobile App & Web Application Development | Cloud Consulting | AWS,"Route 53, Gmail, Google Apps, Amazon AWS, Google Tag Manager, Mobile Friendly",,,,,
data BPS,http://www.data-bps.com,http://www.linkedin.com/company/data-bps,,,Pune,Maharashtra,India,"Pune, Maharashtra, India",Pune,Maharashtra,India,+91(952) 719-7515,,"Gmail, Google Apps, Google Plus, Google Font API, Mobile Friendly",,,,,
Eduraja Cloud Communication PVT,http://www.eduraja.com,http://www.linkedin.com/company/eduraja,https://facebook.com/edurajasoft,https://twitter.com/edurajasoftware,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India",Bengaluru,Karnataka,India,82929,"Eduraja, a Digital Marketing Company in india work for world. We promot your business to right customers. Eduraja, leading Digital Marketing Company in india.","GoDaddy Hosting, Mobile Friendly, Apache, Google Workspace",2725000,,,,
TruptMan Solutions,http://www.truptman.com,http://www.linkedin.com/company/truptman,,,Ahmedabad,Gujarat,India,"Ahmedabad, Gujarat, India",Ahmedabad,Gujarat,India,90889,Menu Home About Services Our Work Career Contact Us Get a Quote Call Anytime +91-999-822-1513 Website and Mobile Application Development Company. sales@truptman.com +91-999-822-1513 Enterprise Mobile and Web Development company Converting ideas into reality About US Values Be Passionate in providing service excellence Embrace Take Ownership and Accountability Thinking creative Establish Trust with Communication Revitalize through,"Gmail, Google Apps, Mobile Friendly, WordPress.org, Google Font API, Bootstrap Framework, , ",,,,,
CMP Techno Services,http://www.cmptechnoservices.com,http://www.linkedin.com/company/cmpts,https://www.facebook.com/cmptechnoservices,https://twitter.com/cmptservices,Ahmedabad,Gujarat,India,"Ahmedabad, Gujarat, India",Ahmedabad,Gujarat,India,9.176E+11,"CMP Techno Services brings forth modern technology by providing end-to-end IT solutions, remote staffing facilities, and full-fledged HR services, enabling over 190 enterprises to excel better than competitors.","Google Font API, Mobile Friendly, Nginx, Google Tag Manager, WordPress.org, React Native, Docker, Node.js",,,,,
jhana,http://www.jhana.ai,http://www.linkedin.com/company/jhana-law,,,Chennai,Tamil Nadu,India,"Chennai, Tamil Nadu, India",Chennai,Tamil Nadu,India,,jhana Landing Page,"Gmail, Google Apps, Amazon AWS, Google Tag Manager, WordPress.org, Mobile Friendly, Nginx, Bootstrap Framework, ",,,,,
Rehoboth Engineering and Contractors Pvt,http://www.rehobothinfra.com,http://www.linkedin.com/company/rehoboth-infra,https://www.facebook.com/pages/Themefusion/101565403356430,https://twitter.com/Theme_Fusion,Coimbatore,Tamil Nadu,India,"146 Avinashi Road, Coimbatore, Tamil Nadu, India, 641062",Coimbatore,Tamil Nadu,India,,[fusion_builder_container hundred_percent=,"Gmail, Google Apps, Mobile Friendly, Google Font API, Apache, WordPress.org",,,,,
Kalpssoft,http://www.kalpssoft.com,http://www.linkedin.com/company/kalpssoft,,,Coimbatore,Tamil Nadu,India,"11 10th Street, Coimbatore, Tamil Nadu, India, 641012",Coimbatore,Tamil Nadu,India,+91 77088 37777,We Kalpssoft mark a place in the top leading digital marketing company worldwide for the past 6 successful years.,"Gmail, Google Apps, reCAPTCHA, Google Play, Nginx, Bootstrap Framework, Google Maps, Google Font API, Google Tag Manager, Mobile Friendly",,,,,
Globosoft,http://www.globosoft.in,http://www.linkedin.com/company/globosoft,https://www.facebook.com/globosoftofficial/,,Ernakulam,Kerala,India,"Kochi, Kerala, India",Kochi,Kerala,India,+91 80866 77990,"Globosoft - Best SEO & Digital Marketing company in Kochi, offers professional Web Designing & Development, SEO services in Cochin. Contact #1 Website designing Company in Kochi","Gmail, Google Apps, Nginx, Mobile Friendly, reCAPTCHA, Apache, Facebook Login (Connect), Segment.io, Bootstrap Framework, Google Tag Manager, Facebook Custom Audiences, Facebook Widget",,,,,
Dreamwebby W3 Services,http://www.dreamwebby.com,http://www.linkedin.com/company/dreamwebby,https://www.facebook.com/Dreamwebby,https://twitter.com/DreamwebbyS,Coimbatore,Tamil Nadu,India,"Coimbatore, Tamil Nadu, India",Coimbatore,Tamil Nadu,India,+91 99444 09997,,"Gmail, Google Apps, Mobile Friendly, Apache, Woo Commerce, Google Font API, WordPress.org, reCAPTCHA, Nginx",2765000,,,,
NotNul,http://www.notnul.com,http://www.linkedin.com/company/notnul-a-greenfield-it-company,,,Lucknow,Uttar Pradesh,India,"16/1454, Lucknow, Uttar Pradesh, India, 226016",Lucknow,Uttar Pradesh,India,+91 89350 21999,,"Route 53, Outlook, Amazon AWS, ",,,,,
Researchshala,http://www.researchshala.com,http://www.linkedin.com/company/researchshala,,,,Chandigarh,India,"Chandigarh, India, 160012",,Chandigarh,India,,,Amazon AWS,,,,,
Mind Mapperz,http://www.mindmapperz.com,http://www.linkedin.com/company/mindmapperz,,,,Delhi,India,"New Delhi, Delhi, India, 110018",New Delhi,Delhi,India,+91 90156 96851,,"Cloudflare DNS, CloudFlare Hosting, Mobile Friendly",,,,,
shoppingciti,http://www.shoppingciti.com,http://www.linkedin.com/company/shoppingciti,https://facebook.com/shoppingcity.net.in,https://twitter.com/shoppingcity07,,Rajasthan,India,"Jaipur, Rajasthan, India",Jaipur,Rajasthan,India,,,"Nginx, Mobile Friendly",425000,,,,
RI-DRESS,http://www.ri-dress.com,http://www.linkedin.com/company/ridress,,,,Delhi,India,"B-34, Noida, Uttar Pradesh, India, 201305",Noida,Uttar Pradesh,India,,,"Mobile Friendly, Apache",,,,,
Inception X,http://www.inceptionx.in,http://www.linkedin.com/company/inception-x,,,Mumbai,Maharashtra,India,"50 Goregaon Mulund Link Road, Mumbai, Maharashtra, India, 400062",Mumbai,Maharashtra,India,+91 99307 08592,,"Gmail, Google Apps, Bootstrap Framework, Mobile Friendly, Apache, SAP, SAP B1, Avaya",,,,,
M/s Sairag Consultancy Services,http://www.sairagconsultancy.com,http://www.linkedin.com/company/m-s-sairag-consultancy-services,,,Bengaluru,Karnataka,India,"5 18th Cross Road, Bengaluru, Karnataka, India, 560003",Bengaluru,Karnataka,India,,,"Gmail, Google Apps, Bootstrap Framework, YouTube, Mobile Friendly",,,,,
VEBLOGY INNOVATIVE TECHNOLOGY PVT,http://www.veblogy.com,http://www.linkedin.com/company/veblogy-innovative-technologies,https://www.facebook.com/veblogy,https://twitter.com/VebLogy,Pune,Maharashtra,India,"Balewadi Road, Pune, Maharashtra, India, 411045",Pune,Maharashtra,India,+91 99226 37061,"With 12 years of website design and development experience, we can provide you Digital Marketing ready web solution and mobile applications","Cloudflare DNS, Gmail, Google Apps, Gravity Forms, Google Tag Manager, Google Font API, Google Play, reCAPTCHA, Mobile Friendly, WordPress.org, ",,,,,
Dreamjar Studios,http://www.dreamjarstudios.com,http://www.linkedin.com/company/dreamjarstudios,https://www.facebook.com/DreamjarStudios,,,Delhi,India,"260 Aastha Kunj, New Delhi, Delhi, India, 110085",New Delhi,Delhi,India,61881217770,"We’re a creative communication studio that specializes in bringing brand, social and web experiences to life.","Gmail, Google Apps, GoDaddy Hosting, Zopim, Google Font API, reCAPTCHA, Mobile Friendly, MailChimp, Apache, Bootstrap Framework",,,,,
Fabforma,http://www.fabforma.com,http://www.linkedin.com/company/fabforma,,,Bengaluru,Karnataka,India,"1101 24th Main Road, Bengaluru, Karnataka, India, 560078",Bengaluru,Karnataka,India,+91 91692 80459,"Professional 3D Printing services in India, 3D Modelling & CAD Design services in India, 3D Scanning services in India for industrial and consumer applications","Mailchimp Mandrill, Gmail, Outlook, Google Apps, Microsoft Office 365, Amazon AWS, Apache, Bootstrap Framework, Mobile Friendly, Google Maps, Google Font API, Google Analytics, Zencoder",,,,,
IT Engineers Services,http://www.itengineers.co.in,http://www.linkedin.com/company/it-engineers-services,,,,Delhi,India,"113, Ghaziabad, Uttar Pradesh, India, 201019",Ghaziabad,Uttar Pradesh,India,9.1931E+11,SSL Servers from IT Engineers Services.,"Gmail, Google Apps, GoDaddy Hosting, Apache, Bootstrap Framework, Google Font API, Mobile Friendly, SAP",,,,,
NetAnalytiks,http://www.netanalytiks.com,http://www.linkedin.com/company/netanalytiks-technologies-private-limited,,https://twitter.com/Net_Analytiks,Bengaluru,Karnataka,India,"Bengaluru, Karnataka, India, 560011",Bengaluru,Karnataka,India,+91 96205 55571,,"Outlook, Microsoft Office 365, ASP.NET, Mobile Friendly, Google Maps, Google Maps (Non Paid Users), Google Tag Manager, Bootstrap Framework, Microsoft-IIS, Node.js",,,,,
Rajdharma Technologies Pvt,http://www.rajdharma.co.in,http://www.linkedin.com/company/rajdharma,https://www.facebook.com/pages/Rajdharma/964005616950280,https://twitter.com/RajdharmaTech,Aurangabad,Maharashtra,India,"3, Aurangabad, Maharashtra, India, 431003",Aurangabad,Maharashtra,India,,Managed Cloud Service Provider,"Amazon CloudFront, Route 53, Amazon AWS, Mobile Friendly, Zoho CRM, Bootstrap Framework, Google Tag Manager, Google Analytics, SAP",,,,,
Ashtech Infotech Pvt,http://www.ashinfo.com,http://www.linkedin.com/company/ashtech-infotech-india-pvt,https://www.facebook.com/Ashtech-Infotech-India-Pvt-Ltd-505437940194954/,https://twitter.com/ashtechinfo,Mumbai,Maharashtra,India,"Shakti Mill Lane, Mumbai, Maharashtra, India, 400011",Mumbai,Maharashtra,India,(800) 309-3444,"Ashtech Infotech is a global leader in delivering IT Infrastructure, System & Cloud Integration and Network Management services. We provide Solutions and Services to Medium and Large businesses.","Blue Host, Google Maps, Nginx, Apache, Google Tag Manager, Google Font API, WordPress.org, Zift Solutions, Mobile Friendly",15150000,,,,
Noise,http://www.gonoise.com,http://www.linkedin.com/company/gonoise-com,https://facebook.com/gonoise,https://twitter.com/gonoise,Gurgaon,Haryana,India,"Gurgaon, Haryana, India",Gurgaon,Haryana,India,+91 88821 32132,"Shop for latest Noise Smart Watches, Wireless Earbuds, BT Neckband Earphones and Accessories, available online at a very affordable price in India. Buy Now. Free Shipping. 100% Genuine Gadgets. 7 Days Return Policy.","Gmail, Google Apps, Amazon CloudFront, Amazon Elastic Load Balancer, Amazon AWS, Shopify, Freshdesk, Sezzle, React Redux, Google Tag Manager, Hotjar, Visual Website Optimizer, Facebook Login (Connect), Mobile Friendly, DoubleClick, Google Font API, Nginx",4537000,,,,
Sophy e-Technologies Pvt,http://www.sophytechnologies.com,http://www.linkedin.com/company/sophytechnologies,,,,Rajasthan,India,"Ashok Marg, Jaipur, Rajasthan, India, 302001",Jaipur,Rajasthan,India,+91 80581 61652,,"Cloudflare DNS, CloudFlare Hosting, Google Font API, Hubspot, reCAPTCHA, Mobile Friendly, WordPress.org, Google Tag Manager, Google Maps, Facebook Widget, Google Maps (Non Paid Users), Facebook Login (Connect)",,,,,
MaintWiz Technologies Private Limited,http://www.maintwiz.com,http://www.linkedin.com/company/maintwiz,https://www.facebook.com/MaintwizTechnologies,https://twitter.com/MaintWiz,Chennai,Tamil Nadu,India,"37 Viswanathapuram Main Road, Chennai, Tamil Nadu, India, 600024",Chennai,Tamil Nadu,India,+91 44 4554 8592,MaintWiz CMMS is committed to helping you embrace Industry 4.0 solutions using our CMMS Software as your Maintenance platform. Schedule an online demo today!,"WordPress.org, Apache, Mobile Friendly, Google Tag Manager, Google Font API, ",,,,,
InfoSoft Consultants,http://www.infosofttech.com,http://www.linkedin.com/company/infosoft-consultants,https://www.facebook.com/infosoftcons,https://twitter.com/infosoftcons,Mumbai,Maharashtra,India,"81 Road Number 4, Mumbai, Maharashtra, India, 400104",Mumbai,Maharashtra,India,+91 22287 84062,"Since 1988, Infosoft consultant, a leading custom web design company offering outsources web development, SEO services and open source web development services in India.","Google Analytics, Nginx, Apache, Google Font API, WordPress.org, Mobile Friendly, reCAPTCHA",4948000,,,,
Kapilash SSS Pvt,http://www.kapilash.in,http://www.linkedin.com/company/kapilash-sss-pvt-ltd,,,,Uttar Pradesh,India,"Gola Gokaran Nath, Uttar Pradesh, India, 262802",Gola Gokaran Nath,Uttar Pradesh,India,,,"Google translate widget, Mobile Friendly, Google Font API, YouTube, Google translate API, Apache, Nginx, WordPress.org, Render",,,,,
Ultykhopdi.com,http://www.ultykhopdi.com,http://www.linkedin.com/company/ultykhopdi.com,https://facebook.com/ultykhopdi/,https://twitter.com/ultykhopdi,Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,+91 76780 58980,"Ultykhopdi is an Online Shopping site for Men, Women and Kids Clothing. Shop from a wide range of T-shirts, Sweatshirts, Accessories and more featuring unique designs by Independent artists.","Gmail, Google Apps, Google Font API, Mobile Friendly, Shopify",,,,,
Terrenos Software Technologies Pvt,http://www.terrenostechnologies.com,http://www.linkedin.com/company/terrenos-software-technologies-pvt-ltd,https://facebook.com/pages/Terrenos-Software-Technologies/168401586617179,,,Andhra Pradesh,India,"Hyderabad, Telangana, India, 500081",Hyderabad,Telangana,India,+91 40 4027 4808,,"Apache, Mobile Friendly, Google Maps, SAP",,,,,
Athitya Soft,http://www.athityasoft.in,http://www.linkedin.com/company/athityasoft,https://www.facebook.com/athityasoft,https://twitter.com/athityasoft,Coimbatore,Tamil Nadu,India,"Kumaran Road, Tiruppur, Tamil Nadu, India",Tiruppur,Tamil Nadu,India,+91(421) 432-4305,"Athitya Soft a Leading Web Designing, IT Services provider in Tirupur for the past 18 Years. Web Site Development, Web Hosting, Ecommerce, 3D Animation, 3D Modeling, 3D Rendering, Flash Games, 3D Games, 3D Walkthrough, Logo Design, Iphone, Ipad Apps, Android Apps, Laptop, Computers, Gadgets, IOT, Internet of Things","Gmail, Google Apps, Google Tag Manager, Google Play, Facebook Like Button, Mobile Friendly, YouTube, Google Analytics, 123ContactForm",,,,,
Futuristik Digital Pvt,http://www.futuristikdigital.com,http://www.linkedin.com/company/futuristikdigital,,,New Delhi,Delhi,India,"Ambala Road, Zirakpur, Punjab, India, 140603",Zirakpur,Punjab,India,+1 988-818-8610,"Get Unlimited Leads, High Paying Clients & Grow Your Business Faster. Futuristik Digital is an ROI driven digital marketing agency offering: High Converting Landing Pages, SEO, Facebook Ads & PPC to help grow your business","Google Cloud Hosting, Mobile Friendly, Hubspot, Google Tag Manager, Google Font API",,,,,
Techfer Global Pvt,http://www.techferglobal.com,http://www.linkedin.com/company/techfer-global-pvt-ltd,,,Navi Mumbai,Maharashtra,India,"Mumbai, Maharashtra, India",Mumbai,Maharashtra,India,,,"Gmail, Google Apps, GoDaddy Hosting, Apache, Bootstrap Framework, Mobile Friendly",,,,,
Gamatics India Pvt,http://www.gamatics.in,http://www.linkedin.com/company/gamatics,https://www.facebook.com/gamatics/,https://twitter.com/Gamatics,Bengaluru,Karnataka,India,"309, Bengaluru, Karnataka, India, 560066",Bengaluru,Karnataka,India,+91 82774 47744,,"Gmail, Google Apps, DigitalOcean, Bootstrap Framework, Ubuntu, Google Play, Mobile Friendly, Apache",,,,,
Infunity,http://www.infunitytech.com,http://www.linkedin.com/company/infunity-technologies-p-ltd-,,,,Delhi,India,"Alambagh Marg, Lucknow, Uttar Pradesh, India, 226005",Lucknow,Uttar Pradesh,India,+91(522) 404-2857,,"Google Font API, reCAPTCHA, Woo Commerce, Apache, Mobile Friendly, Google Tag Manager, Shutterstock, WordPress.org, Bootstrap Framework",,,,,
pickahome.com,http://www.pickahome.com,http://www.linkedin.com/company/pickahome-pvt-ltd,https://www.facebook.com/pages/Pick-a-Home/1439665549630340,https://twitter.com/pickahome,Gurgaon,Haryana,India,"108, Gurugram, Haryana, India, 122003",Gurugram,Haryana,India,+91 99111 18911,Pickahome is Gurgaon's No 1 property consultant with over 2500 verified listings across 120 localities. Ghar Baithe Ghar Payein - Start your Sear..,"Gmail, Google Apps, GoDaddy Hosting, Google Font API, JQuery 1.11.1, Mobile Friendly, Google Tag Manager, Apache",5395000,,,,
Diginautix India,http://www.diginautix.com,http://www.linkedin.com/company/diginautix-india,,,Noida,Uttar Pradesh,India,"New Delhi, Delhi, India, 110001",New Delhi,Delhi,India,,,"Nginx, Uipath, Automation Anywhere",,,,,
The Little Giants,http://www.thelittlegiants.in,http://www.linkedin.com/company/the-little-giants,https://www.facebook.com/the-little-giants-169305236987493/,,Chennai,Tamil Nadu,India,"Balaji Nagar Main Road & 1st Street, Chennai, Tamil Nadu, India, 600077",Chennai,Tamil Nadu,India,+91 9841271001,The Little Giants is a coaching organisation focussed on building a coaching culture in organisations and in the society where we live.,"Gmail, Google Apps, GoDaddy Hosting, WordPress.org, Google Maps, YouTube, Google Font API, Bootstrap Framework, Google Tag Manager, Mobile Friendly, Apache",,,,,
Technicul Cloud,http://www.technicul.com,http://www.linkedin.com/company/technicul-cloud-llp,,,Mumbai,Maharashtra,India,"Mira Bhayandar, Maharashtra, India, 401107",Mira Bhayandar,Maharashtra,India,,,"Gmail, Google Apps, Amazon AWS, Mobile Friendly, Google Maps (Non Paid Users), Google Tag Manager, Ubuntu, Apache, Google Maps, Bootstrap Framework, reCAPTCHA, SAP, ",,,,,
